Spot, Strike, Vol, Expiry, BSC_An_Vega, BSC_Bumped_Vega, MC_Results, NumberOfPaths 
45,50,0.0100001,0.2,1e-07,1e-07,1e-07,10000,
45,50,0.0100001,0.4,1e-07,1e-07,1e-07,10000,
45,50,0.0100001,0.6,1e-07,1e-07,1e-07,10000,
45,50,0.0100001,0.8,1.00042e-07,1.00043e-07,1e-07,10000,
45,50,0.0100001,1,4.18356e-06,4.14915e-06,1e-07,10000,
45,50,0.0480001,1e-07,1e-07,1e-07,1e-07,10000,
45,50,0.0480001,0.2,0.000436658,0.000435129,9.22904e-05,10000,
45,50,0.0480001,0.4,0.227412,0.227391,0.00238669,10000,
45,50,0.0480001,0.6,1.85097,1.85104,0.0166721,10000,
45,50,0.0480001,0.8,5.20567,5.20563,0.0582801,10000,
45,50,0.0480001,1,9.48788,9.48779,0.137891,10000,
45,50,0.0860001,1e-07,1e-07,1e-07,1e-07,10000,
45,50,0.0860001,0.2,0.389328,0.38934,0.00617628,10000,
45,50,0.0860001,0.4,3.45703,3.45701,0.0675886,10000,
45,50,0.0860001,0.6,7.61059,7.61053,0.20192,10000,
45,50,0.0860001,0.8,11.5546,11.5547,0.390987,10000,
45,50,0.0860001,1,14.9886,14.9887,0.620341,10000,
45,50,0.124,1e-07,1e-07,1e-07,1e-07,10000,
45,50,0.124,0.2,1.91891,1.91893,0.0501362,10000,
45,50,0.124,0.4,6.54785,6.54781,0.259223,10000,
45,50,0.124,0.6,10.602,10.6021,0.550733,10000,
45,50,0.124,0.8,13.9245,13.9245,0.879312,10000,
45,50,0.124,1,16.6735,16.6735,1.22403,10000,
45,50,0.162,1e-07,1e-07,1e-07,1e-07,10000,
45,50,0.162,0.2,3.53874,3.5387,0.154174,10000,
45,50,0.162,0.4,8.36365,8.36369,0.542176,10000,
45,50,0.162,0.6,12.0334,12.0335,0.981912,10000,
45,50,0.162,0.8,14.9464,14.9464,1.42767,10000,
45,50,0.162,1,17.3524,17.3524,1.86819,10000,
45,50,0.2,1e-07,1e-07,1e-07,1e-07,10000,
45,50,0.2,0.2,4.76517,4.76515,0.310095,10000,
45,50,0.2,0.4,9.41739,9.41746,0.879671,10000,
45,50,0.2,0.6,12.7901,12.7902,1.4532,10000,
45,50,0.2,0.8,15.4573,15.4573,2.00345,10000,
45,50,0.2,1,17.674,17.6739,2.53108,10000,
45.5,50,0.0100001,1e-07,1e-07,1e-07,1e-07,10000,
45.5,50,0.0100001,0.2,1e-07,1e-07,1e-07,10000,
45.5,50,0.0100001,0.4,1e-07,1e-07,1e-07,10000,
45.5,50,0.0100001,0.6,1e-07,1e-07,1e-07,10000,
45.5,50,0.0100001,0.8,2.644e-07,2.62864e-07,1e-07,10000,
45.5,50,0.0100001,1,0.00101166,0.00100817,4.19755e-05,10000,
45.5,50,0.0480001,1e-07,1e-07,1e-07,1e-07,10000,
45.5,50,0.0480001,0.2,0.00378462,0.00377759,0.000236542,10000,
45.5,50,0.0480001,0.4,0.595562,0.595584,0.00521796,10000,
45.5,50,0.0480001,0.6,3.25256,3.25259,0.0326046,10000,
45.5,50,0.0480001,0.8,7.4931,7.49301,0.100013,10000,
45.5,50,0.0480001,1,12.1163,12.1163,0.21358,10000,
45.5,50,0.0860001,1e-07,1e-07,1e-07,1e-07,10000,
45.5,50,0.0860001,0.2,0.765885,0.765924,0.0120546,10000,
45.5,50,0.0860001,0.4,4.68388,4.68382,0.104374,10000,
45.5,50,0.0860001,0.6,9.10624,9.10623,0.277298,10000,
45.5,50,0.0860001,0.8,12.9923,12.9924,0.50486,10000,
45.5,50,0.0860001,1,16.2366,16.2366,0.767429,10000,
45.5,50,0.124,1e-07,1e-07,1e-07,1e-07,10000,
45.5,50,0.124,0.2,2.66467,2.66465,0.0773152,10000,
45.5,50,0.124,0.4,7.59959,7.5996,0.339208,10000,
45.5,50,0.124,0.6,11.5908,11.5909,0.674048,10000,
45.5,50,0.124,0.8,14.7748,14.7748,1.03532,10000,
45.5,50,0.124,1,17.3772,17.3771,1.40516,10000,
45.5,50,0.162,1e-07,1e-07,1e-07,1e-07,10000,
45.5,50,0.162,0.2,4.29916,4.29912,0.209724,10000,
45.5,50,0.162,0.4,9.14727,9.14733,0.657667,10000,
45.5,50,0.162,0.6,12.7079,12.7079,1.13631,10000,
45.5,50,0.162,0.8,15.51,15.51,1.60886,10000,
45.5,50,0.162,1,17.8186,17.8185,2.07054,10000,
45.5,50,0.2,1e-07,1e-07,1e-07,1e-07,10000,
45.5,50,0.2,0.2,5.42459,5.42459,0.392515,10000,
45.5,50,0.2,0.4,10.0063,10.0064,1.02173,10000,
45.5,50,0.2,0.6,13.2812,13.2812,1.62865,10000,
45.5,50,0.2,0.8,15.8674,15.8674,2.2023,10000,
45.5,50,0.2,1,18.0183,18.0182,2.74829,10000,
46,50,0.0100001,1e-07,1e-07,1e-07,1e-07,10000,
46,50,0.0100001,0.2,1e-07,1e-07,1e-07,10000,
46,50,0.0100001,0.4,1e-07,1e-07,1e-07,10000,
46,50,0.0100001,0.6,1.0071e-07,1.00691e-07,1e-07,10000,
46,50,0.0100001,0.8,0.000130819,0.000130147,1.98188e-05,10000,
46,50,0.0100001,1,0.0709857,0.0709412,0.00031768,10000,
46,50,0.0480001,1e-07,1e-07,1e-07,1e-07,10000,
46,50,0.0480001,0.2,0.0246908,0.0246721,0.000621408,10000,
46,50,0.0480001,0.4,1.35479,1.35485,0.0120374,10000,
46,50,0.0480001,0.6,5.2077,5.20764,0.0616441,10000,
46,50,0.0480001,0.8,10.0651,10.0651,0.164248,10000,
46,50,0.0480001,1,14.6477,14.6478,0.320788,10000,
46,50,0.0860001,1e-07,1e-07,1e-07,1e-07,10000,
46,50,0.0860001,0.2,1.37891,1.37895,0.0229855,10000,
46,50,0.0860001,0.4,6.07344,6.07338,0.156807,10000,
46,50,0.0860001,0.6,10.5841,10.5842,0.37477,10000,
46,50,0.0860001,0.8,14.297,14.297,0.642016,10000,
46,50,0.0860001,1,17.2901,17.2901,0.936141,10000,
46,50,0.124,1e-07,1e-07,1e-07,1e-07,10000,
46,50,0.124,0.2,3.54579,3.54574,0.117416,10000,
46,50,0.124,0.4,8.63563,8.63568,0.438225,10000,
46,50,0.124,0.6,12.4957,12.4958,0.816511,10000,
46,50,0.124,0.8,15.5147,15.5146,1.20837,10000,
46,50,0.124,1,17.9616,17.9615,1.60264,10000,
46,50,0.162,1e-07,1e-07,1e-07,1e-07,10000,
46,50,0.162,0.2,5.09397,5.09396,0.280503,10000,
46,50,0.162,0.4,9.88082,9.88088,0.790775,10000,
46,50,0.162,0.6,13.3102,13.3102,1.30578,10000,
46,50,0.162,0.8,15.9966,15.9966,1.80396,10000,
46,50,0.162,1,18.2084,18.2083,2.28588,10000,
46,50,0.2,1e-07,1e-07,1e-07,1e-07,10000,
46,50,0.2,0.2,6.07463,6.07466,0.491711,10000,
46,50,0.2,0.4,10.5456,10.5456,1.17833,10000,
46,50,0.2,0.6,13.7167,13.7166,1.81682,10000,
46,50,0.2,0.8,16.2228,16.2227,2.41281,10000,
46,50,0.2,1,18.3103,18.3103,2.97652,10000,
46.5,50,0.0100001,1e-07,1e-07,1e-07,1e-07,10000,
46.5,50,0.0100001,0.2,1e-07,1e-07,1e-07,10000,
46.5,50,0.0100001,0.4,1e-07,1e-07,1e-07,10000,
46.5,50,0.0100001,0.6,4.15394e-06,4.12079e-06,1e-07,10000,
46.5,50,0.0100001,0.8,0.0222572,0.0222312,0.000171154,10000,
46.5,50,0.0100001,1,1.46904,1.46911,0.00264168,10000,
46.5,50,0.0480001,1e-07,1e-07,1e-07,1e-07,10000,
46.5,50,0.0480001,0.2,0.122319,0.122299,0.00138564,10000,
46.5,50,0.0480001,0.4,2.68894,2.68897,0.0268877,10000,
46.5,50,0.0480001,0.6,7.61969,7.61963,0.111321,10000,
46.5,50,0.0480001,0.8,12.6445,12.6446,0.260139,10000,
46.5,50,0.0480001,1,16.7929,16.7929,0.464054,10000,
46.5,50,0.0860001,1e-07,1e-07,1e-07,1e-07,10000,
46.5,50,0.0860001,0.2,2.27849,2.27849,0.0430607,10000,
46.5,50,0.0860001,0.4,7.54733,7.54733,0.229419,10000,
46.5,50,0.0860001,0.6,11.9608,11.9609,0.497103,10000,
46.5,50,0.0860001,0.8,15.4073,15.4073,0.802702,10000,
46.5,50,0.0860001,1,18.1095,18.1094,1.12779,10000,
46.5,50,0.124,1e-07,1e-07,1e-07,1e-07,10000,
46.5,50,0.124,0.2,4.52735,4.52731,0.173374,10000,
46.5,50,0.124,0.4,9.6139,9.61397,0.558325,10000,
46.5,50,0.124,0.6,13.29,13.29,0.977951,10000,
46.5,50,0.124,0.8,16.1282,16.1281,1.39918,10000,
46.5,50,0.124,1,18.4177,18.4176,1.81715,10000,
46.5,50,0.162,1e-07,1e-07,1e-07,1e-07,10000,
46.5,50,0.162,0.2,5.89128,5.8913,0.370579,10000,
46.5,50,0.162,0.4,10.5456,10.5456,0.941568,10000,
46.5,50,0.162,0.6,13.8304,13.8304,1.49063,10000,
46.5,50,0.162,0.8,16.4009,16.4009,2.0133,10000,
46.5,50,0.162,1,18.5193,18.5193,2.51447,10000,
46.5,50,0.2,1e-07,1e-07,1e-07,1e-07,10000,
46.5,50,0.2,0.2,6.69517,6.69522,0.609226,10000,
46.5,50,0.2,0.4,11.0264,11.0263,1.34972,10000,
46.5,50,0.2,0.6,14.0923,14.0923,2.01807,10000,
46.5,50,0.2,0.8,16.5213,16.5213,2.63539,10000,
46.5,50,0.2,1,18.5493,18.5494,3.21535,10000,
47,50,0.0100001,1e-07,1e-07,1e-07,1e-07,10000,
47,50,0.0100001,0.2,1e-07,1e-07,1e-07,10000,
47,50,0.0100001,0.4,1.03662e-07,1.0386e-07,1e-07,10000,
47,50,0.0100001,0.6,0.00310341,0.00309601,6.2082e-05,10000,
47,50,0.0100001,0.8,0.851915,0.851948,0.00153527,10000,
47,50,0.0100001,1,9.31856,9.31846,0.0273867,10000,
47,50,0.0480001,1e-07,1e-07,1e-07,1e-07,10000,
47,50,0.0480001,0.2,0.464119,0.464138,0.00403352,10000,
47,50,0.0480001,0.4,4.67638,4.67632,0.0574652,10000,
47,50,0.0480001,0.6,10.2172,10.2172,0.191279,10000,
47,50,0.0480001,0.8,14.8877,14.8877,0.394617,10000,
47,50,0.0480001,1,18.2882,18.2881,0.646029,10000,
47,50,0.0860001,1e-07,1e-07,1e-07,1e-07,10000,
47,50,0.0860001,0.2,3.46465,3.4646,0.0779948,10000,
47,50,0.0860001,0.4,9.00035,9.00041,0.328313,10000,
47,50,0.0860001,0.6,13.1536,13.1536,0.645914,10000,
47,50,0.0860001,0.8,16.2712,16.2711,0.988119,10000,
47,50,0.0860001,1,18.6657,18.6657,1.34373,10000,
47,50,0.124,1e-07,1e-07,1e-07,1e-07,10000,
47,50,0.124,0.2,5.55391,5.55391,0.250228,10000,
47,50,0.124,0.4,10.4927,10.4927,0.700992,10000,
47,50,0.124,0.6,13.9505,13.9504,1.15905,10000,
47,50,0.124,0.8,16.603,16.603,1.6085,10000,
47,50,0.124,1,18.7396,18.7397,2.04928,10000,
47,50,0.162,1e-07,1e-07,1e-07,1e-07,10000,
47,50,0.162,0.2,6.65536,6.6554,0.482309,10000,
47,50,0.162,0.4,11.1247,11.1247,1.11026,10000,
47,50,0.162,0.6,14.2606,14.2606,1.69146,10000,
47,50,0.162,0.8,16.7191,16.7191,2.23721,10000,
47,50,0.162,1,18.7497,18.7498,2.75705,10000,
47,50,0.2,1e-07,1e-07,1e-07,1e-07,10000,
47,50,0.2,0.2,7.26622,7.26626,0.746687,10000,
47,50,0.2,0.4,11.441,11.4409,1.5363,10000,
47,50,0.2,0.6,14.4049,14.4048,2.23264,10000,
47,50,0.2,0.8,16.7617,16.7618,2.86972,10000,
47,50,0.2,1,18.7348,18.7348,3.46571,10000,
47.5,50,0.0100001,1e-07,1e-07,1e-07,1e-07,10000,
47.5,50,0.0100001,0.2,1e-07,1e-07,1e-07,10000,
47.5,50,0.0100001,0.4,5.88869e-05,5.85595e-05,1.13212e-05,10000,
47.5,50,0.0100001,0.6,0.339137,0.339117,0.000694824,10000,
47.5,50,0.0100001,0.8,7.68093,7.68083,0.0213219,10000,
47.5,50,0.0100001,1,18.8039,18.8038,0.158844,10000,
47.5,50,0.0480001,1e-07,1e-07,1e-07,1e-07,10000,
47.5,50,0.0480001,0.2,1.35998,1.36002,0.0125218,10000,
47.5,50,0.0480001,0.4,7.15556,7.15553,0.114649,10000,
47.5,50,0.0480001,0.6,12.5895,12.5895,0.312358,10000,
47.5,50,0.0480001,0.8,16.4617,16.4616,0.571131,10000,
47.5,50,0.0480001,1,18.9497,18.9498,0.871379,10000,
47.5,50,0.0860001,1e-07,1e-07,1e-07,1e-07,10000,
47.5,50,0.0860001,0.2,4.86061,4.86058,0.134622,10000,
47.5,50,0.0860001,0.4,10.3131,10.3132,0.457404,10000,
47.5,50,0.0860001,0.6,14.0888,14.0888,0.822175,10000,
47.5,50,0.0860001,0.8,16.85,16.8499,1.20016,10000,
47.5,50,0.0860001,1,18.9424,18.9424,1.58518,10000,
47.5,50,0.124,1e-07,1e-07,1e-07,1e-07,10000,
47.5,50,0.124,0.2,6.55412,6.55417,0.353272,10000,
47.5,50,0.124,0.4,11.2336,11.2336,0.866459,10000,
47.5,50,0.124,0.6,14.4587,14.4587,1.36091,10000,
47.5,50,0.124,0.8,16.931,16.931,1.83717,10000,
47.5,50,0.124,1,18.9246,18.9246,2.29915,10000,
47.5,50,0.162,1e-07,1e-07,1e-07,1e-07,10000,
47.5,50,0.162,0.2,7.3495,7.34953,0.617765,10000,
47.5,50,0.162,0.4,11.6039,11.6038,1.29754,10000,
47.5,50,0.162,0.6,14.5947,14.5947,1.90876,10000,
47.5,50,0.162,0.8,16.9489,16.949,2.47646,10000,
47.5,50,0.162,1,18.8993,18.8993,3.01316,10000,
47.5,50,0.2,1e-07,1e-07,1e-07,1e-07,10000,
47.5,50,0.2,0.2,7.76905,7.76905,0.903889,10000,
47.5,50,0.2,0.4,11.7834,11.7833,1.73866,10000,
47.5,50,0.2,0.6,14.652,14.652,2.46078,10000,
47.5,50,0.2,0.8,16.9433,16.9434,3.11672,10000,
47.5,50,0.2,1,18.867,18.867,3.72701,10000,
48,50,0.0100001,1e-07,1e-07,1e-07,1e-07,10000,
48,50,0.0100001,0.2,1.00422e-07,1.00417e-07,1e-07,10000,
48,50,0.0100001,0.4,0.0542085,0.0541781,0.000221528,10000,
48,50,0.0100001,0.6,5.61977,5.6197,0.0141749,10000,
48,50,0.0100001,0.8,17.0623,17.0623,0.150815,10000,
48,50,0.0100001,1,12.5094,12.5094,0.484584,10000,
48,50,0.0480001,1e-07,1e-07,1e-07,1e-07,10000,
48,50,0.0480001,0.2,3.10212,3.10209,0.0366482,10000,
48,50,0.0480001,0.4,9.6716,9.67167,0.213769,10000,
48,50,0.0480001,0.6,14.2924,14.2923,0.480301,10000,
48,50,0.0480001,0.8,17.1275,17.1276,0.795232,10000,
48,50,0.0480001,1,18.7109,18.7108,1.14332,10000,
48,50,0.0860001,1e-07,1e-07,1e-07,1e-07,10000,
48,50,0.0860001,0.2,6.30695,6.30698,0.223072,10000,
48,50,0.0860001,0.4,11.3689,11.3689,0.618549,10000,
48,50,0.0860001,0.6,14.7097,14.7097,1.02818,10000,
48,50,0.0860001,0.8,17.121,17.121,1.44028,10000,
48,50,0.0860001,1,18.9358,18.9358,1.85279,10000,
48,50,0.124,1e-07,1e-07,1e-07,1e-07,10000,
48,50,0.124,0.2,7.44922,7.44925,0.486123,10000,
48,50,0.124,0.4,11.8049,11.8048,1.05608,10000,
48,50,0.124,0.6,14.802,14.802,1.58453,10000,
48,50,0.124,0.8,17.1078,17.1078,2.08543,10000,
48,50,0.124,1,18.9729,18.973,2.56688,10000,
48,50,0.162,1e-07,1e-07,1e-07,1e-07,10000,
48,50,0.162,0.2,7.93912,7.9391,0.777354,10000,
48,50,0.162,0.4,11.9719,11.9719,1.50431,10000,
48,50,0.162,0.6,14.8288,14.8289,2.14336,10000,
48,50,0.162,0.8,17.0894,17.0894,2.73068,10000,
48,50,0.162,1,18.9687,18.9687,3.28249,10000,
48,50,0.2,1e-07,1e-07,1e-07,1e-07,10000,
48,50,0.2,0.2,8.18726,8.18723,1.0815,10000,
48,50,0.2,0.4,12.049,12.049,1.9572,10000,
48,50,0.2,0.6,14.8325,14.8326,2.70323,10000,
48,50,0.2,0.8,17.0661,17.066,3.37585,10000,
48,50,0.2,1,18.9465,18.9465,3.9989,10000,
48.5,50,0.0100001,1e-07,1e-07,1e-07,1e-07,10000,
48.5,50,0.0100001,0.2,0.000249527,0.000248531,1.64119e-05,10000,
48.5,50,0.0100001,0.4,3.13386,3.13387,0.00674848,10000,
48.5,50,0.0100001,0.6,14.9644,14.9645,0.13766,10000,
48.5,50,0.0100001,0.8,9.75087,9.75081,0.492024,10000,
48.5,50,0.0100001,1,2.8395,2.8396,0.943878,10000,
48.5,50,0.0480001,1e-07,1e-07,1e-07,1e-07,10000,
48.5,50,0.0480001,0.2,5.55052,5.55052,0.0951203,10000,
48.5,50,0.0480001,0.4,11.5912,11.5911,0.366895,10000,
48.5,50,0.0480001,0.6,14.9871,14.9872,0.70176,10000,
48.5,50,0.0480001,0.8,16.7997,16.7996,1.07078,10000,
48.5,50,0.0480001,1,17.6318,17.6317,1.45916,10000,
48.5,50,0.0860001,1e-07,1e-07,1e-07,1e-07,10000,
48.5,50,0.0860001,0.2,7.5872,7.58723,0.351904,10000,
48.5,50,0.0860001,0.4,12.0715,12.0715,0.814406,10000,
48.5,50,0.0860001,0.6,14.9822,14.9823,1.2661,10000,
48.5,50,0.0860001,0.8,17.079,17.079,1.70956,10000,
48.5,50,0.0860001,1,18.655,18.6549,2.14596,10000,
48.5,50,0.124,1e-07,1e-07,1e-07,1e-07,10000,
48.5,50,0.124,0.2,8.16367,8.16364,0.650231,10000,
48.5,50,0.124,0.4,12.1831,12.1831,1.27151,10000,
48.5,50,0.124,0.6,14.9734,14.9734,1.83054,10000,
48.5,50,0.124,0.8,17.1337,17.1337,2.35369,10000,
48.5,50,0.124,1,18.8878,18.8878,2.85317,10000,
48.5,50,0.162,1e-07,1e-07,1e-07,1e-07,10000,
48.5,50,0.162,0.2,8.39475,8.3947,0.962356,10000,
48.5,50,0.162,0.4,12.2214,12.2214,1.73155,10000,
48.5,50,0.162,0.6,14.9613,14.9613,2.39499,10000,
48.5,50,0.162,0.8,17.1413,17.1414,2.99982,10000,
48.5,50,0.162,1,18.9594,18.9594,3.56603,10000,
48.5,50,0.2,1e-07,1e-07,1e-07,1e-07,10000,
48.5,50,0.2,0.2,8.50773,8.50768,1.28084,10000,
48.5,50,0.2,0.4,12.2349,12.2349,2.19279,10000,
48.5,50,0.2,0.6,14.9459,14.9459,2.95952,10000,
48.5,50,0.2,0.8,17.1305,17.1305,3.64662,10000,
48.5,50,0.2,1,18.9742,18.9743,4.28208,10000,
49,50,0.0100001,1e-07,1e-07,1e-07,1e-07,10000,
49,50,0.0100001,0.2,0.651082,0.651116,0.00116817,10000,
49,50,0.0100001,0.4,12.3582,12.3583,0.117586,10000,
49,50,0.0100001,0.6,6.77115,6.77107,0.496464,10000,
49,50,0.0100001,0.8,1.49454,1.49462,0.963209,10000,
49,50,0.0100001,1,0.227314,0.227266,1.43909,10000,
49,50,0.0480001,1e-07,1e-07,1e-07,1e-07,10000,
49,50,0.0480001,0.2,7.84798,7.84799,0.215566,10000,
49,50,0.0480001,0.4,12.3629,12.363,0.582996,10000,
49,50,0.0480001,0.6,14.5513,14.5512,0.981785,10000,
49,50,0.0480001,0.8,15.5625,15.5625,1.39415,10000,
49,50,0.0480001,1,15.8792,15.8793,1.81316,10000,
49,50,0.0860001,1e-07,1e-07,1e-07,1e-07,10000,
49,50,0.0860001,0.2,8.48155,8.4815,0.52583,10000,
49,50,0.0860001,0.4,12.3599,12.36,1.04846,10000,
49,50,0.0860001,0.6,14.8976,14.8976,1.53733,10000,
49,50,0.0860001,0.8,16.7358,16.7357,2.0066,10000,
49,50,0.0860001,1,18.1203,18.1202,2.46308,10000,
49,50,0.124,1e-07,1e-07,1e-07,1e-07,10000,
49,50,0.124,0.2,8.63613,8.6361,0.848333,10000,
49,50,0.124,0.4,12.3551,12.3551,1.51397,10000,
49,50,0.124,0.6,14.9725,14.9725,2.09963,10000,
49,50,0.124,0.8,17.0124,17.0124,2.6422,10000,
49,50,0.124,1,18.6751,18.675,3.15611,10000,
49,50,0.162,1e-07,1e-07,1e-07,1e-07,10000,
49,50,0.162,0.2,8.69451,8.6945,1.17479,10000,
49,50,0.162,0.4,12.3484,12.3484,1.97953,10000,
49,50,0.162,0.6,14.9926,14.9926,2.66407,10000,
49,50,0.162,0.8,17.1064,17.1064,3.28469,10000,
49,50,0.162,1,18.874,18.874,3.86344,10000,
49,50,0.2,1e-07,1e-07,1e-07,1e-07,10000,
49,50,0.2,0.2,8.72121,8.72122,1.50298,10000,
49,50,0.2,0.4,12.3399,12.3399,2.44509,10000,
49,50,0.2,0.6,14.9928,14.9929,3.22951,10000,
49,50,0.2,0.8,17.1378,17.1379,3.93026,10000,
49,50,0.2,1,18.9515,18.9516,4.5764,10000,
49.5,50,0.0100001,1e-07,1e-07,1e-07,1e-07,10000,
49.5,50,0.0100001,0.2,8.83106,8.83111,0.0862465,10000,
49.5,50,0.0100001,0.4,3.6055,3.60549,0.498164,10000,
49.5,50,0.0100001,0.6,0.549396,0.549401,0.978738,10000,
49.5,50,0.0100001,0.8,0.0639495,0.0639085,1.46082,10000,
49.5,50,0.0100001,1,0.00662559,0.0066121,1.93863,10000,
49.5,50,0.0480001,1e-07,1e-07,1e-07,1e-07,10000,
49.5,50,0.0480001,0.2,8.8311,8.83115,0.4187,10000,
49.5,50,0.0480001,0.4,11.7763,11.7763,0.869506,10000,
49.5,50,0.0480001,0.6,13.112,13.112,1.31517,10000,
49.5,50,0.0480001,0.8,13.639,13.6391,1.75826,10000,
49.5,50,0.0480001,1,13.6867,13.6867,2.20043,10000,
49.5,50,0.0860001,1e-07,1e-07,1e-07,1e-07,10000,
49.5,50,0.0860001,0.2,8.83,8.83003,0.751171,10000,
49.5,50,0.0860001,0.4,12.2168,12.2168,1.32268,10000,
49.5,50,0.0860001,0.6,14.4725,14.4724,1.8401,10000,
49.5,50,0.0860001,0.8,16.1182,16.1181,2.32989,10000,
49.5,50,0.0860001,1,17.3612,17.3612,2.80213,10000,
49.5,50,0.124,1e-07,1e-07,1e-07,1e-07,10000,
49.5,50,0.124,0.2,8.82824,8.82826,1.08364,10000,
49.5,50,0.124,0.4,12.3184,12.3184,1.7846,10000,
49.5,50,0.124,0.6,14.8044,14.8043,2.39135,10000,
49.5,50,0.124,0.8,16.7515,16.7514,2.94908,10000,
49.5,50,0.124,1,18.3428,18.3427,3.47562,10000,
49.5,50,0.162,1e-07,1e-07,1e-07,1e-07,10000,
49.5,50,0.162,0.2,8.82584,8.82586,1.41612,10000,
49.5,50,0.162,0.4,12.3528,12.3529,2.24892,10000,
49.5,50,0.162,0.6,14.925,14.925,2.95109,10000,
49.5,50,0.162,0.8,16.9879,16.9878,3.58429,10000,
49.5,50,0.162,1,18.7159,18.7158,4.17312,10000,
49.5,50,0.2,1e-07,1e-07,1e-07,1e-07,10000,
49.5,50,0.2,0.2,8.82281,8.82282,1.74864,10000,
49.5,50,0.2,0.4,12.3644,12.3645,2.71456,10000,
49.5,50,0.2,0.6,14.9746,14.9746,3.5141,10000,
49.5,50,0.2,0.8,17.0896,17.0896,4.22639,10000,
49.5,50,0.2,1,18.8801,18.8801,4.88176,10000,
50,50,0.0100001,1e-07,nan,nan,1e-07,10000,
50,50,0.0100001,0.2,0.728595,0.728633,0.498813,10000,
50,50,0.0100001,0.4,0.0841575,0.0841244,0.990338,10000,
50,50,0.0100001,0.6,0.0084185,0.00840412,1.47782,10000,
50,50,0.0100001,0.8,0.000794044,0.000791186,1.96057,10000,
50,50,0.0100001,1,7.25997e-05,7.21789e-05,2.43855,10000,
50,50,0.0480001,1e-07,nan,nan,1e-07,10000,
